n2 (NUM_PERIODS=5.11e+02) X,n2 (NUM_PERIODS=5.11e+02) Y,n2 (NUM_PERIODS=2.55e+02) X,n2 (NUM_PERIODS=2.55e+02) Y,n2 (NUM_PERIODS=1.27e+02) X,n2 (NUM_PERIODS=1.27e+02) Y,n2 (NUM_PERIODS=6.30e+01) X,n2 (NUM_PERIODS=6.30e+01) Y
2.099999999999999e-06,0.3966942500224122,2.099999999999999e-06,0.6107387889983108,2.099999999999999e-06,0.606678890265528,2.099999999999999e-06,0.5607131829812569
2.199999999999999e-06,0.3849635299995902,2.199999999999999e-06,0.6045507028867151,2.199999999999999e-06,0.6097246701611009,2.199999999999999e-06,0.5633355688443903
2.299999999999999e-06,0.3776417502673854,2.299999999999999e-06,0.5973648184591333,2.299999999999999e-06,0.6125100996768559,2.299999999999999e-06,0.5659209648333
2.399999999999999e-06,0.3750064094197165,2.399999999999999e-06,0.5892500548421757,2.399999999999999e-06,0.6150285879277634,2.399999999999999e-06,0.5684678599546225
2.499999999999999e-06,0.377155950904307,2.499999999999999e-06,0.5802841708437478,2.499999999999999e-06,0.6172741764508917,2.499999999999999e-06,0.5709747661073741
2.599999999999998e-06,0.3840056724115409,2.599999999999998e-06,0.5705529490492972,2.599999999999998e-06,0.6192415533045972,2.599999999999998e-06,0.5734402189153153
2.699999999999998e-06,0.3952906290767778,2.699999999999998e-06,0.5601492589725586,2.699999999999998e-06,0.6209260656845522,2.699999999999998e-06,0.5758627785436669
2.799999999999998e-06,0.4105755405231455,2.799999999999998e-06,0.549172019541074,2.799999999999998e-06,0.6223237310108282,2.799999999999998e-06,0.5782410305011556
2.899999999999998e-06,0.4292717207549941,2.899999999999998e-06,0.5377251332156832,2.899999999999998e-06,0.6234312464482966,2.899999999999998e-06,0.5805735864280577
2.999999999999998e-06,0.4506615656750758,2.999999999999998e-06,0.5259165328975589,2.999999999999998e-06,0.6242459968297212,2.999999999999998e-06,0.5828590848706223
3.099999999999998e-06,0.4739314140229953,3.099999999999998e-06,0.513857486916928,3.099999999999998e-06,0.6247660609572134,3.099999999999998e-06,0.5850961920420137
3.199999999999998e-06,0.4982082520017856,3.199999999999998e-06,0.5016621301900713,3.199999999999998e-06,0.6249902162634067,3.199999999999998e-06,0.5872836025697058
3.299999999999998e-06,0.5225825210307417,3.299999999999998e-06,0.4894468915525293,3.299999999999998e-06,0.624917941833198,3.299999999999998e-06,0.589420040229102
3.399999999999998e-06,0.5461170973649537,3.399999999999998e-06,0.4773294242014177,3.399999999999998e-06,0.6245494196923512,3.399999999999998e-06,0.5915042586630193
3.499999999999997e-06,0.567888567904505,3.499999999999997e-06,0.4654270180002723,3.499999999999997e-06,0.6238855345644412,3.499999999999997e-06,0.593535042086588
3.599999999999997e-06,0.5870490352534933,3.599999999999997e-06,0.4538548793520961,3.599999999999997e-06,0.6229278718399162,3.599999999999997e-06,0.5955112059770515
3.699999999999997e-06,0.6028632517986598,3.699999999999997e-06,0.4427246546955269,3.699999999999997e-06,0.6216787139195966,3.699999999999997e-06,0.5974315977479041
3.799999999999997e-06,0.6147291859380638,3.799999999999997e-06,0.4321432851266571,3.799999999999997e-06,0.620141034913396,3.799999999999997e-06,0.5992950974067881
3.899999999999997e-06,0.6221967057533625,3.899999999999997e-06,0.4222120817158994,3.899999999999997e-06,0.6183184936800761,3.899999999999997e-06,0.6011006181965588
3.999999999999997e-06,0.6249833437447434,3.999999999999997e-06,0.4130258983663248,3.999999999999997e-06,0.6162154252332481,3.999999999999997e-06,0.6028471072189328
4.099999999999997e-06,0.6229853685288314,4.099999999999997e-06,0.4046723422003342,4.099999999999997e-06,0.6138368305255266,4.099999999999997e-06,0.6045335460401439
4.199999999999997e-06,0.6162821698246408,4.199999999999997e-06,0.3972310129292874,4.199999999999997e-06,0.6111883646255015,4.199999999999997e-06,0.606158951278053
4.299999999999997e-06,0.6051336443896946,4.299999999999997e-06,0.3907727850331585,4.299999999999997e-06,0.6082763233022285,4.299999999999997e-06,0.6077223751701786
4.399999999999997e-06,0.5899704446909138,4.399999999999997e-06,0.3853591508987291,4.399999999999997e-06,0.6051076280307816,4.399999999999997e-06,0.6092229061221387
4.499999999999997e-06,0.5713766725406986,4.499999999999997e-06,0.3810416404942472,4.499999999999997e-06,0.601689809430029,4.499999999999997e-06,0.610659669236026
4.599999999999997e-06,0.5500637824313303,4.599999999999997e-06,0.3778613292511691,4.599999999999997e-06,0.5980309891402281,4.599999999999997e-06,0.6120318268182608
4.699999999999997e-06,0.526836088110418,4.699999999999997e-06,0.3758484424304137,4.699999999999997e-06,0.5941398601436385,4.699999999999997e-06,0.6133385788664967
4.799999999999996e-06,0.502560405907268,4.799999999999996e-06,0.3750220616606489,4.799999999999996e-06,0.5900256655270607,4.799999999999996e-06,0.6145791635351791
4.899999999999996e-06,0.4781562991145317,4.899999999999996e-06,0.3753899373555554,4.899999999999996e-06,0.5856981756828283,4.899999999999996e-06,0.6157528575793856
4.999999999999996e-06,0.4545744697298619,4.999999999999996e-06,0.3769484093543189,4.999999999999996e-06,0.5811676639475453,4.999999999999996e-06,0.6168589767766007
5.099999999999996e-06,0.4327379729338113,5.099999999999996e-06,0.3796824363262275,5.099999999999996e-06,0.5764448806908331,5.099999999999996e-06,0.6178968763261016
5.199999999999996e-06,0.4134900214279045,5.199999999999996e-06,0.3835657342995287,5.199999999999996e-06,0.5715410258967986,5.199999999999996e-06,0.6188659512256579
5.299999999999996e-06,0.397566207211714,5.299999999999996e-06,0.3885610228918684,5.299999999999996e-06,0.5664677203378976,5.299999999999996e-06,0.619765636625268
5.399999999999996e-06,0.3855725455566071,5.399999999999996e-06,0.3946203777096022,5.399999999999996e-06,0.5612369755334049,5.399999999999996e-06,0.6205954081576783
5.499999999999996e-06,0.3779647076171193,5.499999999999996e-06,0.4016856869949623,5.499999999999996e-06,0.5558611628175025,5.499999999999996e-06,0.6213547822454534
5.599999999999996e-06,0.3750311051296428,5.599999999999996e-06,0.4096892109532798,5.599999999999996e-06,0.5503529820078288,5.599999999999996e-06,0.6220433163843814
5.699999999999995e-06,0.376881588258363,5.699999999999995e-06,0.4185542433766907,5.699999999999995e-06,0.5447254303347692,5.699999999999995e-06,0.6226606094030221
5.799999999999995e-06,0.3834429114584316,5.799999999999995e-06,0.428195877136204,5.799999999999995e-06,0.5389917724044446,5.799999999999995e-06,0.6232063016982233
5.899999999999995e-06,0.3944611987425055,5.899999999999995e-06,0.4385218768164658,5.899999999999995e-06,0.5331655119346395,5.899999999999995e-06,0.6236800754464474
5.999999999999995e-06,0.4095114136897207,5.999999999999995e-06,0.449433659518074,5.999999999999995e-06,0.5272603657282702,5.999999999999995e-06,0.6240816547907692
6.099999999999995e-06,0.4280138419517436,6.099999999999995e-06,0.4608273701435522,6.099999999999995e-06,0.5212902397875827,6.099999999999995e-06,0.6244108060034234
6.199999999999995e-06,0.4492580749641069,6.199999999999995e-06,0.4725949984314053,6.199999999999995e-06,0.5152692066955463,6.199999999999995e-06,0.6246673376237949
6.299999999999995e-06,0.472435365969942,6.299999999999995e-06,0.4846254227212918,6.299999999999995e-06,0.5092114826262598,6.299999999999995e-06,0.624851100571765
6.399999999999995e-06,0.4966754942373913,6.399999999999995e-06,0.4968052319497269,6.399999999999995e-06,0.5031314019272043,6.399999999999995e-06,0.624961988236338
6.499999999999995e-06,0.5210709849258879,6.499999999999995e-06,0.5090192837392745,6.499999999999995e-06,0.4970433874262584,6.499999999999995e-06,0.6249999365394926
6.599999999999994e-06,0.5446857114161362,6.599999999999994e-06,0.5211512304407342,6.599999999999994e-06,0.4909619154982344,6.599999999999994e-06,0.6249649239793481
6.699999999999994e-06,0.5665935240457418,6.699999999999994e-06,0.5330844257070854,6.699999999999994e-06,0.4849014761979027,6.699999999999994e-06,0.6248569716273271
6.799999999999994e-06,0.5859403657559985,6.799999999999994e-06,0.5447033859246955,6.799999999999994e-06,0.4788765299420076,6.799999999999994e-06,0.6246761431439214
6.899999999999994e-06,0.6019832856340233,6.899999999999994e-06,0.5558955160593599,6.899999999999994e-06,0.4729014628696729,6.899999999999994e-06,0.6244225447249897
6.999999999999994e-06,0.6141113436275312,6.999999999999994e-06,0.5665526612812128,6.999999999999994e-06,0.4669905429724966,6.999999999999994e-06,0.6240963250455847
7.099999999999994e-06,0.6218644050350222,7.099999999999994e-06,0.5765722954330372,7.099999999999994e-06,0.4611578785158303,7.099999999999994e-06,0.6236976751755331
7.199999999999994e-06,0.624949109881123,7.199999999999994e-06,0.5858584248039167,7.199999999999994e-06,0.455417379491471,7.199999999999994e-06,0.6232268284692074
7.299999999999994e-06,0.6232503333022089,7.299999999999994e-06,0.5943223522955033,7.299999999999994e-06,0.4497827221473896,7.299999999999994e-06,0.6226840604308838
7.399999999999994e-06,0.6168360009608845,7.399999999999994e-06,0.6018833886948205,7.399999999999994e-06,0.4442673161942609,7.399999999999994e-06,0.6220696885554685
7.499999999999993e-06,0.6059549169226409,7.499999999999993e-06,0.6084695325416716,7.499999999999993e-06,0.4388842741097975,7.499999999999993e-06,0.6213840721446707
7.599999999999993e-06,0.5910274656293155,7.599999999999993e-06,0.6140181074396616,7.599999999999993e-06,0.4336463819813383,7.599999999999993e-06,0.6206276120987165
7.699999999999994e-06,0.5726288059850354,7.699999999999994e-06,0.6184763375915985,7.699999999999994e-06,0.4285660714524607,7.699999999999994e-06,0.61980075068371
7.799999999999995e-06,0.5514633661280131,7.799999999999995e-06,0.6218018446117165,7.799999999999995e-06,0.4236553924951544,7.799999999999995e-06,0.6189039712747575
7.899999999999996e-06,0.5283306977248963,7.899999999999996e-06,0.6239630532821964,7.899999999999996e-06,0.4189259868698308,7.899999999999996e-06,0.6179377980749829
7.999999999999996e-06,0.5040941886625194,7.999999999999996e-06,0.6249394980185833,7.999999999999996e-06,0.4143890622421483,7.999999999999996e-06,0.6169027958105688
8.099999999999997e-06,0.4796702972783574,8.099999999999997e-06,0.6247220249124178,8.099999999999997e-06,0.4100553669961565,8.099999999999997e-06,0.6157995694019684
8.199999999999998e-06,0.4560092582466672,8.199999999999998e-06,0.6233128860281839,8.199999999999998e-06,0.4059351658236829,8.199999999999998e-06,0.6146287636114407
8.299999999999998e-06,0.4340377208393607,8.299999999999998e-06,0.6207257253108674,8.299999999999998e-06,0.4020382161885436,8.299999999999998e-06,0.613391062667067
8.399999999999999e-06,0.4146048477225677,8.399999999999999e-06,0.6169854549490643,8.399999999999999e-06,0.398373745768727,8.399999999999999e-06,0.612087189863413
8.5e-06,0.3984536236166232,8.5e-06,0.6121280232290448,8.5e-06,0.394950430976082,8.5e-06,0.610717907139006
8.600000000000001e-06,0.3861988161979238,8.600000000000001e-06,0.6062000746826842,8.600000000000001e-06,0.391776376645245,8.600000000000001e-06,0.6092840146307954
8.700000000000001e-06,0.3783060534530454,8.700000000000001e-06,0.5992585027729024,8.700000000000001e-06,0.3888590969740925,8.700000000000001e-06,0.6077863502057755
8.800000000000002e-06,0.3750746217748526,8.800000000000002e-06,0.591369894140683,8.800000000000002e-06,0.3862054977883279,8.800000000000002e-06,0.6062257889699385
8.900000000000003e-06,0.3766257585272598,8.900000000000003e-06,0.5826098609223576,8.900000000000003e-06,0.3838218601936194,8.900000000000003e-06,0.6046032427547349
9.000000000000004e-06,0.3828976847453121,9.000000000000004e-06,0.5730622552982956,9.000000000000004e-06,0.381713825670299,9.000000000000004e-06,0.6029196595812131
9.100000000000004e-06,0.3936476304966308,9.100000000000004e-06,0.5628182623961224,9.100000000000004e-06,0.3798863826580514,9.100000000000004e-06,0.6011760231020055
9.200000000000005e-06,0.4084608678174846,9.200000000000005e-06,0.5519753838504662,9.200000000000005e-06,0.3783438546712137,9.200000000000005e-06,0.5993733520213309
9.300000000000006e-06,0.4267667476223362,9.300000000000006e-06,0.5406363682951648,9.300000000000006e-06,0.3770898899791569,9.300000000000006e-06,0.5975126994931758
9.400000000000007e-06,0.4478621843074148,9.400000000000007e-06,0.5289082141169708,9.400000000000007e-06,0.3761274528805945,9.400000000000007e-06,0.595595152497818
9.500000000000007e-06,0.4709434967729001,9.500000000000007e-06,0.5169014020079434,9.500000000000007e-06,0.3754588165954747,9.500000000000007e-06,0.5936218311968587
9.600000000000008e-06,0.4951433568932911,9.600000000000008e-06,0.5047293892899297,9.600000000000008e-06,0.3750855577932453,9.600000000000008e-06,0.5915938882669288
9.700000000000009e-06,0.5195563852700747,9.700000000000009e-06,0.4925081056925277,9.700000000000009e-06,0.3750085527698053,9.700000000000009e-06,0.5895125082122515
9.80000000000001e-06,0.5432476070944114,9.80000000000001e-06,0.4803550306359973,9.80000000000001e-06,0.3752279752890655,9.80000000000001e-06,0.5873789066562553
9.90000000000001e-06,0.5652884003573945,9.90000000000001e-06,0.4683877098577007,9.90000000000001e-06,0.3757432960990558,9.90000000000001e-06,0.5851943296124655
1.000000000000001e-05,0.5848186966440517,1.000000000000001e-05,0.4567220248806532,1.000000000000001e-05,0.3765532840738378,1.000000000000001e-05,0.5829600527349414
1.010000000000001e-05,0.6010879186299174,1.010000000000001e-05,0.4454706351337768,1.010000000000001e-05,0.3776560090805408,1.010000000000001e-05,0.5806773805485901
1.020000000000001e-05,0.6134762899843392,1.020000000000001e-05,0.4347417557301954,1.020000000000001e-05,0.3790488464631745,1.020000000000001e-05,0.5783476456597704
1.030000000000001e-05,0.6215137387852329,1.030000000000001e-05,0.4246381907840742,1.030000000000001e-05,0.3807284831896436,1.030000000000001e-05,0.5759722079477121
1.040000000000001e-05,0.6248960574503581,1.040000000000001e-05,0.4152564900801374,1.040000000000001e-05,0.3826909256330526,1.040000000000001e-05,0.5735524537374175
1.050000000000001e-05,0.6234967465861007,1.050000000000001e-05,0.4066861523231769,1.050000000000001e-05,0.384931508972904,1.050000000000001e-05,0.571089794954892
1.060000000000002e-05,0.6173722593200424,1.060000000000002e-05,0.3990088563927148,1.060000000000002e-05,0.3874449081975173,1.060000000000002e-05,0.5685856682657677
1.070000000000002e-05,0.6067602706554895,1.070000000000002e-05,0.3922977310583004,1.070000000000002e-05,0.3902251506867809,1.070000000000002e-05,0.5660415341986403
1.080000000000002e-05,0.5920708315109789,1.080000000000002e-05,0.3866166812050527,1.080000000000002e-05,0.3932656303527821,1.080000000000002e-05,0.5634588762547336
1.090000000000002e-05,0.5738700583397599,1.090000000000002e-05,0.3820197870517699,1.090000000000002e-05,0.3965591233150034,1.090000000000002e-05,0.5608392000058336
1.100000000000002e-05,0.5528552157762713,1.100000000000002e-05,0.3785507889976468,1.100000000000002e-05,0.400097805086796,1.100000000000002e-05,0.5581840321827705
1.110000000000002e-05,0.5298209614122137,1.110000000000002e-05,0.3762426671493753,1.110000000000002e-05,0.4038732692508114,1.110000000000002e-05,0.5554949197570678
1.120000000000002e-05,0.505627222483907,1.120000000000002e-05,0.375117321797509,1.120000000000002e-05,0.407876547603061,1.120000000000002e-05,0.5527734290186902
1.130000000000002e-05,0.4811872080601546,1.130000000000002e-05,0.3751853590006131,1.130000000000002e-05,0.4120981317481169,1.130000000000002e-05,0.5500211446530514
1.140000000000002e-05,0.457450696878914,1.140000000000002e-05,0.376445983921563,1.140000000000002e-05,0.4165279961312241,1.140000000000002e-05,0.5472396688205787
1.150000000000002e-05,0.435347459259711,1.150000000000002e-05,0.3788870029350799,1.150000000000002e-05,0.4211556224957811,1.150000000000002e-05,0.5444306202420889
1.160000000000002e-05,0.4157325849504411,1.160000000000002e-05,0.3824849347980444,1.160000000000002e-05,0.425970025754896,1.160000000000002e-05,0.5415956332929847
1.170000000000002e-05,0.3993563683860809,1.170000000000002e-05,0.387205230018827,1.170000000000002e-05,0.4309597812604447,1.170000000000002e-05,0.5387363571087745
1.180000000000002e-05,0.3868422472522932,1.180000000000002e-05,0.393002596772932,1.180000000000002e-05,0.4361130534374771,1.180000000000002e-05,0.5358544547036236
1.190000000000002e-05,0.3786657372057354,1.190000000000002e-05,0.3998214315632634,1.190000000000002e-05,0.4414176257193345,1.190000000000002e-05,0.5329516021025638
1.200000000000003e-05,0.3751369533971023,1.200000000000003e-05,0.4075963528738566,1.200000000000003e-05,0.4468609316614687,1.200000000000003e-05,0.5300294874866416
1.210000000000003e-05,0.3763885008441118,1.210000000000003e-05,0.4162528370576689,1.210000000000003e-05,0.4524300870221549,1.210000000000003e-05,0.5270898103487429
1.220000000000003e-05,0.3823700751015763,1.220000000000003e-05,0.4257079574931714,1.220000000000003e-05,0.4581119224730165,1.220000000000003e-05,0.5241342806562131
1.230000000000003e-05,0.3928500477367508,1.230000000000003e-05,0.4358712300162649,1.230000000000003e-05,0.4638930164500451,1.230000000000003e-05,0.5211646180148478
1.240000000000003e-05,0.4074240620143713,1.240000000000003e-05,0.446645566957639,1.240000000000003e-05,0.469759727505812,1.240000000000003e-05,0.5181825508275177
1.250000000000003e-05,0.4255306257814475,1.250000000000003e-05,0.4579283316298339,1.250000000000003e-05,0.4756982254333806,1.250000000000003e-05,0.5151898154398298
1.260000000000003e-05,0.4464741016274632,1.260000000000003e-05,0.469612453081495,1.260000000000003e-05,0.4816945204857387,1.260000000000003e-05,0.5121881552649307
1.270000000000003e-05,0.4694560251302819,1.270000000000003e-05,0.4815875023365474,1.270000000000003e-05,0.4877344902979264,1.270000000000003e-05,0.5091793198799686
1.280000000000003e-05,0.4936120882152804,1.280000000000003e-05,0.4937405816295133,1.280000000000003e-05,0.4938039046716698,1.280000000000003e-05,0.5061650640878459
1.290000000000003e-05,0.5180389552211526,1.290000000000003e-05,0.5059569392417631,1.290000000000003e-05,0.4998884491318141,1.290000000000003e-05,0.5031471469396815
1.300000000000003e-05,0.5418030066375958,1.300000000000003e-05,0.5181204662279989,1.300000000000003e-05,0.5059737488895325,1.300000000000003e-05,0.5001273307156894
1.310000000000003e-05,0.5639733952752531,1.310000000000003e-05,0.5301144738729902,1.310000000000003e-05,0.5120453952272003,1.310000000000003e-05,0.4971073798647527
1.320000000000003e-05,0.5836841963051942,1.320000000000003e-05,0.541823026654317,1.320000000000003e-05,0.5180889760802067,1.320000000000003e-05,0.4940890599055693
1.330000000000004e-05,0.6001772845758583,1.330000000000004e-05,0.5531326459646043,1.330000000000004e-05,0.5240901116923836,1.330000000000004e-05,0.491074136294592
1.340000000000004e-05,0.6128241197176506,1.340000000000004e-05,0.5639339365636559,1.340000000000004e-05,0.5300344949443281,1.340000000000004e-05,0.4880643732678631
1.350000000000004e-05,0.6211447590441754,1.350000000000004e-05,0.5741228661623046,1.350000000000004e-05,0.5359079347847346,1.350000000000004e-05,0.4850615326650828
1.360000000000004e-05,0.6248241937475363,1.360000000000004e-05,0.5836017263311023,1.360000000000004e-05,0.5416964005688186,1.360000000000004e-05,0.4820673727447864
1.370000000000004e-05,0.6237245705407448,1.370000000000004e-05,0.5922799204995445,1.370000000000004e-05,0.5473860651819477,1.370000000000004e-05,0.4790836469993532
1.380000000000004e-05,0.6178908632737768,1.380000000000004e-05,0.6000746844443194,1.380000000000004e-05,0.5529633454406209,1.380000000000004e-05,0.4761121029778245
1.390000000000004e-05,0.6075495832786532,1.390000000000004e-05,0.6069117743549004,1.390000000000004e-05,0.5584149390838199,1.390000000000004e-05,0.4731544811233149
1.400000000000004e-05,0.5931003843696256,1.400000000000004e-05,0.6127261165839334,1.400000000000004e-05,0.5637278583856787,1.400000000000004e-05,0.4702125136303408
1.410000000000004e-05,0.5751002433599225,1.410000000000004e-05,0.6174624004475178,1.410000000000004e-05,0.5688894608692137,1.410000000000004e-05,0.4672879233258259
1.420000000000004e-05,0.5542391262020883,1.420000000000004e-05,0.6210755961366203,1.420000000000004e-05,0.5738874777661236,1.420000000000004e-05,0.4643824225760352
1.430000000000004e-05,0.5313066610717676,1.430000000000004e-05,0.6235313842433872,1.430000000000004e-05,0.5787100408266471,1.430000000000004e-05,0.4614977122203457
1.440000000000004e-05,0.5071592758799701,1.440000000000004e-05,0.6248064877366497,1.440000000000004e-05,0.5833457079363791,1.440000000000004e-05,0.4586354805316525
1.450000000000004e-05,0.4827069661659475,1.450000000000004e-05,0.6248889005615766,1.450000000000004e-05,0.5877834878242115,1.450000000000004e-05,0.4557974022023854
1.460000000000004e-05,0.4588985674987081,1.460000000000004e-05,0.6237780092084714,1.460000000000004e-05,0.5920128639942813,1.460000000000004e-05,0.4529851373545407
1.470000000000005e-05,0.4366669899391636,1.470000000000005e-05,0.6214846057699055,1.470000000000005e-05,0.596023817903403,1.470000000000005e-05,0.4502003305718338
1.480000000000005e-05,0.4168730640763335,1.480000000000005e-05,0.6180307919413353,1.480000000000005e-05,0.5998068513344418,1.480000000000005e-05,0.4474446099519661
1.490000000000005e-05,0.4002743065195096,1.490000000000005e-05,0.6134497738858451,1.490000000000005e-05,0.6033530078776611,1.490000000000005e-05,0.4447195861770697
1.500000000000005e-05,0.3875027425911772,1.500000000000005e-05,0.6077855494211121,1.500000000000005e-05,0.6066538934165429,1.500000000000005e-05,0.4420268516005654
1.510000000000005e-05,0.3790437053466251,1.510000000000005e-05,0.6010924876786686,1.510000000000005e-05,0.6097016955133244,1.510000000000005e-05,0.4393679793489221
1.520000000000005e-05,0.375218091187962,1.520000000000005e-05,0.5934348007866409,1.520000000000005e-05,0.6124892015961559,1.520000000000005e-05,0.4367445224370953
1.530000000000005e-05,0.3761698515424302,1.530000000000005e-05,0.5848859047608533,1.530000000000005e-05,0.6150098158600851,1.530000000000005e-05,0.4341580128967191
1.540000000000005e-05,0.3818601626946083,1.540000000000005e-05,0.5755276641959808,1.540000000000005e-05,0.6172575748054944,1.540000000000005e-05,0.4316099609164147
1.550000000000005e-05,0.392068571444122,1.550000000000005e-05,0.5654495155525406,1.550000000000005e-05,0.6192271613487647,1.550000000000005e-05,0.4291018539938422
1.560000000000005e-05,0.4064011533295758,1.560000000000005e-05,0.5547474751724479,1.560000000000005e-05,0.6209139174501713,1.560000000000005e-05,0.4266351560993515
1.570000000000005e-05,0.4243056628757128,1.570000000000005e-05,0.5435230741599056,1.570000000000005e-05,0.622313855213164,1.570000000000005e-05,0.4242113068512876
1.580000000000005e-05,0.4450940338939164,1.580000000000005e-05,0.5318823277363263,1.580000000000005e-05,0.6234236664172317,1.580000000000005e-05,0.4218317207031623
1.590000000000004e-05,0.4679731692403433,1.590000000000004e-05,0.5199348984558001,1.590000000000004e-05,0.6242407304536749,1.590000000000004e-05,0.4194977861430349
1.600000000000004e-05,0.4920818741060121,1.600000000000004e-05,0.5077935367148125,1.600000000000004e-05,0.624763120639911,1.600000000000004e-05,0.4172108649055357
1.610000000000004e-05,0.516518926659017,1.610000000000004e-05,0.4955736158717348,1.610000000000004e-05,0.6249896088936211,1.610000000000004e-05,0.4149722911970444
1.620000000000004e-05,0.5403521348504196,1.620000000000004e-05,0.4833923462809915,1.620000000000004e-05,0.6249196687673959,1.620000000000004e-05,0.4127833709345723
1.630000000000004e-05,0.5626487089853576,1.630000000000004e-05,0.4713674181961736,1.630000000000004e-05,0.6245534767513059,1.630000000000004e-05,0.4106453809989383
1.640000000000004e-05,0.5825370351349164,1.640000000000004e-05,0.4596152893726211,1.640000000000004e-05,0.6238919120411097,1.640000000000004e-05,0.4085595685028345
1.650000000000004e-05,0.599251519571799,1.650000000000004e-05,0.4482495557895942,1.650000000000004e-05,0.6229365545225664,1.650000000000004e-05,0.4065271500743845
1.660000000000004e-05,0.6121549301038435,1.660000000000004e-05,0.4373796464013366,1.660000000000004e-05,0.6216896811266918,1.660000000000004e-05,0.4045493111567917
1.670000000000004e-05,0.6207575206018369,1.670000000000004e-05,0.4271098056130727,1.670000000000004e-05,0.6201542605419099,1.670000000000004e-05,0.4026272053246631
1.680000000000004e-05,0.6247335288991775,1.680000000000004e-05,0.4175382289718534,1.680000000000004e-05,0.6183339462666898,1.680000000000004e-05,0.4007619536175743
1.690000000000003e-05,0.6239337701314338,1.690000000000003e-05,0.4087562582755168,1.690000000000003e-05,0.6162330680283732,1.690000000000003e-05,0.3989546438914261
1.700000000000003e-05,0.6183917338632906,1.700000000000003e-05,0.4008476054762878,1.700000000000003e-05,0.6138566215800418,1.700000000000003e-05,0.397206330188118
1.710000000000003e-05,0.6083227349041821,1.710000000000003e-05,0.3938876111093619,1.710000000000003e-05,0.6112102568900871,1.710000000000003e-05,0.3955180321240408
1.720000000000003e-05,0.5941159682824535,1.720000000000003e-05,0.3879425546524499,1.720000000000003e-05,0.6083002647391834,1.720000000000003e-05,0.3938907342978681
1.730000000000003e-05,0.5763191763060123,1.730000000000003e-05,0.3830690340808449,1.730000000000003e-05,0.6051335617382266,1.730000000000003e-05,0.3923253857181025
1.740000000000003e-05,0.5556148931592794,1.740000000000003e-05,0.3793134282450226,1.740000000000003e-05,0.6017176737784197,1.740000000000003e-05,0.3908228992508068
